video_path,action,species,parent_class
video\animalkingdom\IBXIUKEW.mp4,Running,Pika,mammal
video\animalkingdom\ICCBOFGA.mp4,Walking,Wild Dog,mammal
video\animalkingdom\ICPFTUDX.mp4,Walking,Lion,mammal
video\animalkingdom\ICWMBAMC.mp4,Walking,Lion,mammal
video\animalkingdom\ICYKYXGD.mp4,Running,Horse,mammal
video\animalkingdom\IECYSLQI.mp4,Eating,Barking Deer,mammal
video\animalkingdom\IEEELRAC.mp4,Walking,Capuchin Monkey,mammal
video\animalkingdom\IEMAJDPR.mp4,Walking,Cougar,mammal
video\animalkingdom\IESWATEK.mp4,Walking,Malayan Tapir,mammal
video\animalkingdom\IEWNHBQT.mp4,Attending,Raffles Banded Langur,mammal
video\animalkingdom\IFUOAXGD.mp4,Jumping,Horse,mammal
video\animalkingdom\IGICSXGD.mp4,Running,Horse,mammal
video\animalkingdom\IIPXFNPO.mp4,Attending,Lion,mammal
video\animalkingdom\IJDTWXGD.mp4,Running,Horse,mammal
video\animalkingdom\IKHFZKEW.mp4,Jumping,Pika,mammal
video\animalkingdom\IKJGSTHG.mp4,Keeping still,Red River Hog,mammal
video\animalkingdom\IKMMYXGD.mp4,Keeping still,Horse,mammal
video\animalkingdom\IKSBHMYV.mp4,Walking,Gorilla,mammal
video\animalkingdom\IKTCNBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\ILHAUQCN.mp4,Walking,Ibex,mammal
video\animalkingdom\IMAQEICI.mp4,Keeping still,Cheetah,mammal
video\animalkingdom\IMJGORAC.mp4,Running,White Nosed Coati,mammal
video\animalkingdom\IOCXZWBC.mp4,Walking,Mongoose,mammal
video\animalkingdom\IONOCBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\IPUPXXDO.mp4,Eating,Hyena,mammal
video\animalkingdom\IPWPDQCN.mp4,Walking,Ibex,mammal
video\animalkingdom\ITFOVXGD.mp4,Attending,Kangaroo,mammal
video\animalkingdom\ITTWLFGA.mp4,Running,Wildebeest,mammal
video\animalkingdom\IUFMBXGD.mp4,Walking,Horse,mammal
video\animalkingdom\IULTCNBD.mp4,Sensing,Serow,mammal
video\animalkingdom\IUUGEXGD.mp4,Eating,Rabbit,mammal
video\animalkingdom\IUZEQEBY.mp4,Keeping still,Fox,mammal
video\animalkingdom\IVHZGXGD.mp4,Running,Horse,mammal
video\animalkingdom\IVIQTFJG.mp4,Walking,Malayan Tapir,mammal
video\animalkingdom\IWQOCNSU.mp4,Sensing,Hyena,mammal
video\animalkingdom\IWYCRUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\IXNCPBQT.mp4,Eating,Greater Mouse Deer,mammal
video\animalkingdom\IXRBDXGD.mp4,Keeping still,Echina,mammal
video\animalkingdom\IXUEPHGA.mp4,Keeping still,Giraffe,mammal
video\animalkingdom\IXZQUXGD.mp4,Running,Horse,mammal
video\animalkingdom\IZFBNBQT.mp4,Attending,Colugo,mammal
video\animalkingdom\IZTMAXGD.mp4,Running,Horse,mammal
video\animalkingdom\JAMOABQT.mp4,Attending,Raffles Banded Langur,mammal
video\animalkingdom\JANSXAMC.mp4,Walking,Lion Young,mammal
video\animalkingdom\JARPYUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\JBUDBLQI.mp4,Sensing,Rhesus Macaque,mammal
video\animalkingdom\JCAWKUDX.mp4,Attending,Leopard,mammal
video\animalkingdom\JCXLVVMS.mp4,Eating,Greater Mouse Deer,mammal
video\animalkingdom\JDCETIMN.mp4,Attending,Sumatran Hog Badger,mammal
video\animalkingdom\JDRFJNPL.mp4,Eating,Squirrel,mammal
video\animalkingdom\JDZKXPIF.mp4,Sensing,Grizzly Bear,mammal
video\animalkingdom\JERMTICI.mp4,Keeping still,Cheetah,mammal
video\animalkingdom\JFLJCRAC.mp4,Walking,Ocelot,mammal
video\animalkingdom\JFUJBBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\JFUYFXGD.mp4,Running,Horse,mammal
video\animalkingdom\JGFOMSMJ.mp4,Walking,Elephant,mammal
video\animalkingdom\JGZIZFKM.mp4,Eating,Meerkat,mammal
video\animalkingdom\JHMHVUDX.mp4,Keeping still,Gazelle,mammal
video\animalkingdom\JIWWTNPL.mp4,Walking,Squirrel,mammal
video\animalkingdom\JJVTFXGD.mp4,Running,Horse,mammal
video\animalkingdom\JKGQQTEK.mp4,Walking,White Rhinoceros,mammal
video\animalkingdom\JLNEOBQT.mp4,Eating,Plantain Squirrel,mammal
video\animalkingdom\JLOUIFFP.mp4,Running,Maroon Macaque,mammal
video\animalkingdom\JLQYOXGD.mp4,Attending,Dog,mammal
video\animalkingdom\JMVZOTEK.mp4,Sensing,Red-Ruffed Lemur,mammal
video\animalkingdom\JNTVCXGD.mp4,Running,Horse,mammal
video\animalkingdom\JOBCMHGA.mp4,Attending,Meerkat,mammal
video\animalkingdom\JPLDNNPL.mp4,Running,Squirrel,mammal
video\animalkingdom\JPQWUBQT.mp4,Eating,Raffles Banded Langur,mammal
video\animalkingdom\JQJDZUXS.mp4,Eating,Zebra,mammal
video\animalkingdom\JQMSRHGA.mp4,Sensing,African Oryx,mammal
video\animalkingdom\JRDMQXGD.mp4,Attending,Horse,mammal
video\animalkingdom\JRYYFTEK.mp4,Sensing,Sri Lankan Leopard,mammal
video\animalkingdom\JSLWGVMS.mp4,Eating,Boar,mammal
video\animalkingdom\JSVJMBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\JTIIEFFP.mp4,Sensing,Maroon Macaque,mammal
video\animalkingdom\JUBEUAMC.mp4,Eating,Lion Young,mammal
video\animalkingdom\JVEGZUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\JVGYLBQT.mp4,Eating,Raffles Banded Langur,mammal
video\animalkingdom\JVJFOQCN.mp4,Sensing,Ibex,mammal
video\animalkingdom\JVSXIEBY.mp4,Jumping,Fox,mammal
video\animalkingdom\JVTSBUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\JWAKZXDO.mp4,Running,Rhinoceros,mammal
video\animalkingdom\JXJHLUDX.mp4,Walking,Wildebeest,mammal
video\animalkingdom\JYUOQXGD.mp4,Jumping,Kangaroo,mammal
video\animalkingdom\JZBQJTEK.mp4,Keeping still,Colugo,mammal
video\animalkingdom\JZFTRBQT.mp4,Keeping still,Raffles Banded Langur,mammal
video\animalkingdom\KAFGDXGD.mp4,Running,Dog,mammal
video\animalkingdom\KALJKICI.mp4,Keeping still,Cheetah,mammal
video\animalkingdom\KBLULIMN.mp4,Sensing,Asiatic Golden Cat,mammal
video\animalkingdom\KBSUZUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\KCTAKXGD.mp4,Walking,Horse,mammal
video\animalkingdom\KCUXTXGD.mp4,Eating,Horse,mammal
video\animalkingdom\KDQETBME.mp4,Eating,Horse,mammal
video\animalkingdom\KDQLRTEK.mp4,Sensing,Proboscis Monkey,mammal
video\animalkingdom\KDTGIAMC.mp4,Sensing,Lion,mammal
video\animalkingdom\KFFUKUDX.mp4,Walking,African Oryx,mammal
video\animalkingdom\KGAYSDSN.mp4,Walking,Cheetah,mammal
video\animalkingdom\KGCKHVYU.mp4,Keeping still,Leopard,mammal
video\animalkingdom\KHQAYAMC.mp4,Walking,Lion,mammal
video\animalkingdom\KHRQBHGA.mp4,Walking,Giraffe,mammal
video\animalkingdom\KIYNNTCN.mp4,Eating,Horse Young,mammal
video\animalkingdom\KIZGQEBY.mp4,Keeping still,Fox,mammal
video\animalkingdom\KJAYYAMC.mp4,Walking,Lion Young,mammal
video\animalkingdom\KJNBFBME.mp4,Eating,Horse,mammal
video\animalkingdom\KJNFUWBC.mp4,Running,Mongoose,mammal
video\animalkingdom\KJYIONJC.mp4,Attending,Gorilla,mammal
video\animalkingdom\KKOYXBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\KLAHEUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\KMNEHXGD.mp4,Running,Horse,mammal
video\animalkingdom\KNUFETHG.mp4,Attending,Campbells Monkey,mammal
video\animalkingdom\KOCQUXGD.mp4,Running,Horse,mammal
video\animalkingdom\KOMPORAC.mp4,Walking,Racoon,mammal
video\animalkingdom\KPHGKGCS.mp4,Walking,Giraffe,mammal
video\animalkingdom\KPKEXXGD.mp4,Running,Horse,mammal
video\animalkingdom\KPYPFFFP.mp4,Eating,Maroon Macaque,mammal
video\animalkingdom\KPZKHBQT.mp4,Jumping,Long Tailed Macaque,mammal
video\animalkingdom\KRMPMTCN.mp4,Walking,Horse Young,mammal
video\animalkingdom\KRUUTVYU.mp4,Keeping still,Leopard,mammal
video\animalkingdom\KTVRNKEW.mp4,Jumping,Stoat,mammal
video\animalkingdom\KUHDJRAC.mp4,Walking,Agouti,mammal
video\animalkingdom\KUJTRXGD.mp4,Walking,Echina,mammal
video\animalkingdom\KUZYPXGD.mp4,Sensing,Dog,mammal
video\animalkingdom\KWGKFHGA.mp4,Keeping still,Meerkat,mammal
video\animalkingdom\KWMWGKEW.mp4,Walking,Goat,mammal
video\animalkingdom\KWWHLDPR.mp4,Walking,Ocelot,mammal
video\animalkingdom\KXARRBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\KXTAYXGD.mp4,Running,Horse,mammal
video\animalkingdom\KXVLSIMN.mp4,Walking,Sumatran Tiger,mammal
video\animalkingdom\KXXOVXGD.mp4,Walking,Horse,mammal
video\animalkingdom\KXZQYUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\KYTBXEBY.mp4,Keeping still,Fox,mammal
video\animalkingdom\KZYGEXGD.mp4,Jumping,Kangaroo,mammal
video\animalkingdom\LAHCUXGD.mp4,Running,Horse,mammal
video\animalkingdom\LBKQRVYU.mp4,Sensing,Leopard,mammal
video\animalkingdom\LBXJFTEK.mp4,Attending,White Tiger,mammal
video\animalkingdom\LCDTUAEY.mp4,Attending,Monkey,mammal
video\animalkingdom\LCJCXLQI.mp4,Walking,Seven Banded Civet,mammal
video\animalkingdom\LCNEONPO.mp4,Walking,Lion,mammal
video\animalkingdom\LCNNZBQT.mp4,Eating,Raffles Banded Langur,mammal
video\animalkingdom\LCNXSUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\LCRPXFFP.mp4,Eating,Maroon Macaque,mammal
video\animalkingdom\LCXPRXGD.mp4,Running,Horse,mammal
video\animalkingdom\LDTFJXGD.mp4,Walking,Dingo Dog,mammal
video\animalkingdom\LDUQPBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\LEFQMUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\LERDTEUL.mp4,Attending,Leopard,mammal
video\animalkingdom\LFCVATHG.mp4,Sensing,Sooty Mangabey,mammal
video\animalkingdom\LFSGMCEI.mp4,Running,Chimpanzee,mammal
video\animalkingdom\LGDRCXGD.mp4,Walking,Horse,mammal
video\animalkingdom\LGGKHXGD.mp4,Keeping still,Horse,mammal
video\animalkingdom\LGTQDTEK.mp4,Walking,Otter,mammal
video\animalkingdom\LIBPIDPR.mp4,Walking,Anteater,mammal
video\animalkingdom\LISFKDSN.mp4,Walking,Cheetah,mammal
video\animalkingdom\LJHLIFJG.mp4,Sensing,Sumatran Serow,mammal
video\animalkingdom\LKAOYNSU.mp4,Sensing,Hyena,mammal
video\animalkingdom\LKEERFGA.mp4,Running,Wild Dog,mammal
video\animalkingdom\LKOKXFFP.mp4,Eating,Maroon Macaque,mammal
video\animalkingdom\LLBKRRAC.mp4,Walking,Agouti,mammal
video\animalkingdom\LLCDYDUS.mp4,Walking,Cattle,mammal
video\animalkingdom\LLLTKTHG.mp4,Sensing,Diana Monkey,mammal
video\animalkingdom\LLPFEXGD.mp4,Walking,Horse,mammal
video\animalkingdom\LMLAAUDX.mp4,Eating,Elephant,mammal
video\animalkingdom\LNCTHNJC.mp4,Running,Mouse,mammal
video\animalkingdom\LNCUKBQT.mp4,Walking,Pangolin,mammal
video\animalkingdom\LNKQREBY.mp4,Jumping,Fox,mammal
video\animalkingdom\LNWEUXGD.mp4,Sensing,Kangaroo,mammal
video\animalkingdom\LOGTJRAC.mp4,Walking,Capuchin Monkey,mammal
video\animalkingdom\LOJQOHGA.mp4,Walking,Lion,mammal
video\animalkingdom\LPPAIFJG.mp4,Eating,Feas Muntjac,mammal
video\animalkingdom\LQLZXXGD.mp4,Running,Horse,mammal
video\animalkingdom\LSKSGHGA.mp4,Keeping still,Coati,mammal
video\animalkingdom\LVXAOBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\LWEPQNPO.mp4,Attending,Lion,mammal
video\animalkingdom\LXSJMUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\LXTFLBQT.mp4,Eating,Greater Mouse Deer,mammal
video\animalkingdom\LXWUWEBY.mp4,Jumping,Fox,mammal
video\animalkingdom\LYOGLTEK.mp4,Sensing,Sri Lankan Leopard,mammal
video\animalkingdom\LZFGSUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\LZKYWTEK.mp4,Sensing,Sumatran Orangutan,mammal
video\animalkingdom\MAIHTXGD.mp4,Walking,Horse,mammal
video\animalkingdom\MARMGBQT.mp4,Sensing,Otter,mammal
video\animalkingdom\MAZLYUDX.mp4,Eating,Wildebeest,mammal
video\animalkingdom\MBAMZXGD.mp4,Eating,Horse,mammal
video\animalkingdom\MBSJOFFP.mp4,Eating,Otter,mammal
video\animalkingdom\MDVTJSMJ.mp4,Walking,Elephant,mammal
video\animalkingdom\MESVDXGD.mp4,Walking,Platypus,mammal
video\animalkingdom\METEBRAC.mp4,Sensing,Capuchin Monkey,mammal
video\animalkingdom\METUJKTR.mp4,Attending,Mouse,mammal
video\animalkingdom\MEXEESMJ.mp4,Walking,Marshbuck,mammal
video\animalkingdom\MFKPITHG.mp4,Running,King Colobus,mammal
video\animalkingdom\MFWDSFFP.mp4,Sensing,Maroon Macaque,mammal
video\animalkingdom\MFZQOBME.mp4,Walking,Horse,mammal
video\animalkingdom\MGGHGFFP.mp4,Eating,Maroon Macaque,mammal
video\animalkingdom\MGMXSXGD.mp4,Running,Horse,mammal
video\animalkingdom\MHBEUFFP.mp4,Sensing,Otter,mammal
video\animalkingdom\MIAGSEZZ.mp4,Walking,Elephant,mammal
video\animalkingdom\MIHLVNSU.mp4,Walking,Hyena,mammal
video\animalkingdom\MJCBMTEK.mp4,Sensing,Gibbon,mammal
video\animalkingdom\MJGCPDPR.mp4,Eating,Capuchin Monkey,mammal
video\animalkingdom\MKGLZVYU.mp4,Walking,Leopard,mammal
video\animalkingdom\MKIRCRAC.mp4,Walking,White Nosed Coati,mammal
video\animalkingdom\MKRZQBQT.mp4,Attending,Raffles Banded Langur,mammal
video\animalkingdom\MLSTGQCN.mp4,Walking,Ibex,mammal
video\animalkingdom\MMCUIZQJ.mp4,Walking,Otter,mammal
video\animalkingdom\MMEDYFGA.mp4,Walking,Wildebeest,mammal
video\animalkingdom\MMNFYBQT.mp4,Eating,Lesser Mousedeer,mammal
video\animalkingdom\MPNZGXGD.mp4,Eating,Kangaroo Young,mammal
video\animalkingdom\MQFMBVYU.mp4,Sensing,Leopard,mammal
video\animalkingdom\MQLOJRAC.mp4,Sensing,Capuchin Monkey,mammal
video\animalkingdom\MQNEXXGD.mp4,Eating,Horse,mammal
video\animalkingdom\MRFFJFKM.mp4,Attending,Meerkat,mammal
video\animalkingdom\MSBNPXGD.mp4,Running,Horse,mammal
video\animalkingdom\MSKRPXGD.mp4,Sensing,Mountain Pygmy Possum,mammal
video\animalkingdom\MSMZGBQT.mp4,Eating,Otter,mammal
video\animalkingdom\MTKZZUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\MTMPUHGA.mp4,Attending,Meerkat,mammal
video\animalkingdom\MTNNEXGD.mp4,Jumping,Kangaroo,mammal
video\animalkingdom\MTQRDXGD.mp4,Running,Horse,mammal
video\animalkingdom\MTTSAXGD.mp4,Walking,Horse,mammal
video\animalkingdom\MTUXTKEW.mp4,Running,Pika,mammal
video\animalkingdom\MVDCSFGA.mp4,Walking,Wild Dog,mammal
video\animalkingdom\MVKFRBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\MXBIEAMC.mp4,Attending,Lion,mammal
video\animalkingdom\MXNJHUDX.mp4,Walking,Leopard,mammal
video\animalkingdom\MYULDHGA.mp4,Keeping still,African Oryx,mammal
video\animalkingdom\MYVCSIQR.mp4,Sensing,Mongoose,mammal
video\animalkingdom\MYVPFUDX.mp4,Walking,Lion,mammal
video\animalkingdom\MYVSDBQT.mp4,Keeping still,Plantain Squirrel,mammal
video\animalkingdom\MZVYUTEK.mp4,Eating,Otter,mammal
video\animalkingdom\NBWFFMYV.mp4,Attending,Mountain Gorilla,mammal
video\animalkingdom\NCCFSUDX.mp4,Attending,Elephant,mammal
video\animalkingdom\NCTPFAMC.mp4,Walking,Lion,mammal
video\animalkingdom\NCVGQOXJ.mp4,Walking,Beaver,mammal
video\animalkingdom\NECEMXGD.mp4,Running,Horse,mammal
video\animalkingdom\NEHROXGD.mp4,Eating,Horse,mammal
video\animalkingdom\NEKEUXGD.mp4,Running,Horse,mammal
video\animalkingdom\NFFWWRAC.mp4,Sensing,Capuchin Monkey,mammal
video\animalkingdom\NFLLLRAC.mp4,Walking,Capuchin Monkey,mammal
video\animalkingdom\NFNRDNPL.mp4,Sensing,Grey Langur,mammal
video\animalkingdom\NFQWOXGD.mp4,Keeping still,Horse,mammal
video\animalkingdom\NFZVFXGD.mp4,Sensing,Horse,mammal
video\animalkingdom\NGIGDBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\NHCZKLQI.mp4,Sensing,Seven Banded Civet,mammal
video\animalkingdom\NHQVJXGD.mp4,Running,Horse,mammal
video\animalkingdom\NHRSVCEI.mp4,Eating,Chimpanzee,mammal
video\animalkingdom\NIDBVUDX.mp4,Attending,Lion,mammal
video\animalkingdom\NIFNJTEK.mp4,Eating,Panda,mammal
video\animalkingdom\NIFOXHGA.mp4,Keeping still,Meerkat,mammal
video\animalkingdom\NIOYNFFP.mp4,Eating,Otter,mammal
video\animalkingdom\NJGOYRAC.mp4,Walking,Coyote,mammal
video\animalkingdom\NJLYVRAC.mp4,Running,White Nosed Coati,mammal
video\animalkingdom\NJXKURAC.mp4,Walking,Jaguarundi Cat,mammal
video\animalkingdom\NKHRBDSN.mp4,Jumping,Jaculus Jaculus,mammal
video\animalkingdom\NKLFRXGD.mp4,Eating,Horse,mammal
video\animalkingdom\NKSXJNSU.mp4,Sensing,Hyena,mammal
video\animalkingdom\NLKRMTEK.mp4,Attending,Lion,mammal
video\animalkingdom\NLSLJNBD.mp4,Walking,Serow,mammal
video\animalkingdom\NMMLDVYU.mp4,Walking,Leopard,mammal
video\animalkingdom\NMUQPWBC.mp4,Running,Mongoose,mammal
video\animalkingdom\NNBDIXGD.mp4,Running,Mountain Pygmy Possum,mammal
video\animalkingdom\NNCQJRAC.mp4,Walking,Capuchin Monkey,mammal
video\animalkingdom\NNJYKXGD.mp4,Walking,Horse,mammal
video\animalkingdom\NNRHKNPL.mp4,Sensing,Squirrel,mammal
video\animalkingdom\NNVDQAMC.mp4,Walking,Lion Young,mammal
video\animalkingdom\NOATVBQT.mp4,Sensing,Raffles Banded Langur,mammal
video\animalkingdom\NOROBQRY.mp4,Sensing,Ring-Tailed Lemur,mammal
video\animalkingdom\NORPJXGD.mp4,Eating,Horse,mammal
video\animalkingdom\NPCPNBQT.mp4,Jumping,Plantain Squirrel,mammal
video\animalkingdom\NPOMTXDO.mp4,Running,Porcupine,mammal
video\animalkingdom\NPVOVAMC.mp4,Walking,Lion Young,mammal
video\animalkingdom\NQIEPAMC.mp4,Walking,Lion Young,mammal
video\animalkingdom\NQVKKXGD.mp4,Running,Horse,mammal
video\animalkingdom\NRQXYXGD.mp4,Running,Horse,mammal
video\animalkingdom\NRRIIRLL.mp4,Walking,Southern Grasshopper Mouse,mammal
video\animalkingdom\NSSAABQT.mp4,Eating,Otter,mammal
video\animalkingdom\NSZTGXGD.mp4,Keeping still,Horse,mammal
video\animalkingdom\NTBQUTEK.mp4,Eating,Malayan Flying Fox,mammal
video\animalkingdom\NTWBIDSN.mp4,Walking,Desert Fox,mammal
video\animalkingdom\NTXWJFFP.mp4,Eating,Slow Loris,mammal
video\animalkingdom\NUNUFNPL.mp4,Eating,Grey Langur,mammal
video\animalkingdom\NUWXWUDX.mp4,Walking,African Oryx,mammal
video\animalkingdom\NUYVYXGD.mp4,Attending,Kangaroo,mammal
video\animalkingdom\NWARGXGD.mp4,Walking,Horse,mammal
video\animalkingdom\NWCLHRAC.mp4,Sensing,Jaguarundi Cat,mammal
video\animalkingdom\NWLFHRAC.mp4,Walking,Ocelot,mammal
video\animalkingdom\NWLVKAMC.mp4,Sensing,Lion,mammal
video\animalkingdom\NWNYNTEK.mp4,Eating,Prevosts Squirrel,mammal
video\animalkingdom\NXAGCDPO.mp4,Sensing,Leopard,mammal
video\animalkingdom\NYKBOXGD.mp4,Running,Horse,mammal
video\animalkingdom\NYUDTUDX.mp4,Sensing,Cheetah,mammal
video\animalkingdom\NZLUPXGD.mp4,Running,Horse,mammal
video\animalkingdom\NZZLYXGD.mp4,Sensing,Mountain Pygmy Possum,mammal
video\animalkingdom\OADKNXGD.mp4,Eating,Horse,mammal
video\animalkingdom\OAIWHUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\OATVXFGA.mp4,Keeping still,Wildebeest,mammal
video\animalkingdom\OBWOZTEK.mp4,Eating,Elephant,mammal
video\animalkingdom\OEDFGSMJ.mp4,Walking,Marshbuck,mammal
video\animalkingdom\OEMJZRAC.mp4,Eating,Agouti,mammal
video\animalkingdom\OEPLXTEK.mp4,Walking,Asian Lion,mammal
video\animalkingdom\OETLERAC.mp4,Keeping still,Agouti,mammal
video\animalkingdom\OEVLAFGA.mp4,Walking,Polar Bear,mammal
video\animalkingdom\OEXDWKEW.mp4,Running,Goat,mammal
video\animalkingdom\OGDNWUPH.mp4,Eating,Squirrel,mammal
video\animalkingdom\OGWWRBQT.mp4,Eating,Raffles Banded Langur,mammal
video\animalkingdom\OIWQUVYU.mp4,Walking,Leopard,mammal
video\animalkingdom\OIYUSXGD.mp4,Running,Horse,mammal
video\animalkingdom\OJJFUVMP.mp4,Walking,Coyote,mammal
video\animalkingdom\OJLZXXGD.mp4,Running,Horse,mammal
video\animalkingdom\OLAMJEBY.mp4,Jumping,Fox,mammal
video\animalkingdom\OLSEQBME.mp4,Walking,Horse,mammal
video\animalkingdom\OMJAGXGD.mp4,Running,Horse,mammal
video\animalkingdom\ONGMGXGD.mp4,Eating,Horse,mammal
video\animalkingdom\OOBVGDSN.mp4,Walking,Desert Fox,mammal
video\animalkingdom\OOEXBBME.mp4,Running,Horse,mammal
video\animalkingdom\OOMTVRAC.mp4,Walking,Ocelot,mammal
video\animalkingdom\OOTCBXGD.mp4,Running,Dog,mammal
video\animalkingdom\OOYUYNPL.mp4,Eating,Squirrel,mammal
video\animalkingdom\OQQRVXGD.mp4,Eating,Dog,mammal
video\animalkingdom\OQVSLNPO.mp4,Jumping,Lion,mammal
video\animalkingdom\OQZEBNPL.mp4,Keeping still,Squirrel,mammal
video\animalkingdom\ORUORXGD.mp4,Keeping still,Horse,mammal
video\animalkingdom\OTYBJXGD.mp4,Walking,Horse,mammal
video\animalkingdom\OUISIXGD.mp4,Walking,Horse,mammal
video\animalkingdom\OVMDWBQT.mp4,Eating,Lesser Mousedeer,mammal
video\animalkingdom\OVSJMMYV.mp4,Eating,Mountain Gorilla,mammal
video\animalkingdom\OVUTTNPL.mp4,Attending,Squirrel,mammal
video\animalkingdom\OXAFQFKM.mp4,Attending,Meerkat,mammal
video\animalkingdom\OXTZINPL.mp4,Keeping still,Chimpanzee,mammal
video\animalkingdom\OYFADXGD.mp4,Running,Horse,mammal
video\animalkingdom\OYTJJBQT.mp4,Keeping still,Plantain Squirrel,mammal
video\animalkingdom\OZUVUXDO.mp4,Walking,Tiger,mammal
video\animalkingdom\OZVOPFGA.mp4,Walking,Polar Bear,mammal
video\animalkingdom\PADTKUPH.mp4,Sensing,Chamois Goat Antelope,mammal
video\animalkingdom\PANOKUDX.mp4,Walking,Elephant,mammal
video\animalkingdom\PAOHHBQT.mp4,Keeping still,Colugo,mammal
video\animalkingdom\PBCMFBME.mp4,Running,Horse,mammal
video\animalkingdom\PBSFMXGD.mp4,Running,Horse,mammal
video\animalkingdom\PBUELVYU.mp4,Sensing,Leopard,mammal
video\animalkingdom\PBUSSSMJ.mp4,Walking,Elephant,mammal
video\animalkingdom\PCQUDFGA.mp4,Walking,Caribou,mammal
video\animalkingdom\PDKECQRY.mp4,Sensing,Ring-Tailed Lemur,mammal
video\animalkingdom\PEFRDXGD.mp4,Jumping,Kangaroo,mammal
video\animalkingdom\PELWMAMC.mp4,Eating,Lion,mammal
video\animalkingdom\PEUCLKEW.mp4,Running,Goat,mammal
video\animalkingdom\PFFKFNSU.mp4,Running,Hyena,mammal
video\animalkingdom\PFKNCBQT.mp4,Eating,Plantain Squirrel,mammal
video\animalkingdom\PFNWIXGD.mp4,Running,Horse,mammal
video\animalkingdom\PGIYTTEK.mp4,Eating,Malayan Flying Fox,mammal
video\animalkingdom\PGVCNFFP.mp4,Eating,Maroon Macaque,mammal
video\animalkingdom\PGVXPTHG.mp4,Sensing,African Civet,mammal
video\animalkingdom\PHIFDXGD.mp4,Running,Horse,mammal
video\animalkingdom\PHYBNVYU.mp4,Walking,Leopard,mammal
video\animalkingdom\PIDCPXGD.mp4,Keeping still,Horse,mammal
video\animalkingdom\PIHIPXGD.mp4,Jumping,Kangaroo,mammal
video\animalkingdom\PJGXYXGD.mp4,Walking,Horse,mammal
video\animalkingdom\PJWDFXGD.mp4,Running,Horse,mammal
video\animalkingdom\PKHBHNPL.mp4,Attending,Grey Langur,mammal
video\animalkingdom\PKSIICIN.mp4,Eating,Cow,mammal
video\animalkingdom\PKZEHUDX.mp4,Walking,Cheetah,mammal
video\animalkingdom\PLBZFBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\PLJYQXGD.mp4,Running,Horse,mammal
video\animalkingdom\PLMDRTEK.mp4,Sensing,Thamin Deer,mammal
video\animalkingdom\PMIKUXGD.mp4,Running,Horse,mammal
video\animalkingdom\PMJPUGCS.mp4,Walking,Giraffe,mammal
video\animalkingdom\PNPMLFFP.mp4,Keeping still,Maroon Macaque,mammal
video\animalkingdom\PNPPXFFP.mp4,Attending,Maroon Macaque,mammal
video\animalkingdom\PODPPRAC.mp4,Jumping,Coyote,mammal
video\animalkingdom\POERUXGD.mp4,Eating,Horse,mammal
video\animalkingdom\POGBPNPO.mp4,Running,Hyena,mammal
video\animalkingdom\POKCKFFP.mp4,Running,Otter,mammal
video\animalkingdom\POKMBRAC.mp4,Eating,White Nosed Coati,mammal
video\animalkingdom\POXHLBQT.mp4,Jumping,Raffles Banded Langur,mammal
video\animalkingdom\PPDOPXGD.mp4,Running,Mountain Pygmy Possum,mammal
video\animalkingdom\PPFMWTEK.mp4,Keeping still,Colugo,mammal
video\animalkingdom\PTASHBQT.mp4,Eating,Otter,mammal
video\animalkingdom\PTGENDSN.mp4,Walking,Snow Leopard,mammal
video\animalkingdom\PTJWOMHZ.mp4,Eating,Horse Young,mammal
video\animalkingdom\PUQMGXGD.mp4,Jumping,Kangaroo,mammal
video\animalkingdom\PVOJLWBC.mp4,Running,Mongoose,mammal
video\animalkingdom\PVZDDTEK.mp4,Eating,Panda,mammal
video\animalkingdom\PWBDJXGD.mp4,Sensing,Kangaroo,mammal
video\animalkingdom\PWIOWTCN.mp4,Walking,Horse Young,mammal
video\animalkingdom\PWJTIFGA.mp4,Running,Wild Dog,mammal
